domain,layer,score
NYU_test_ID,encoder_early,19.68919
NYU_test_ID,encoder_early,19.578625
NYU_test_ID,encoder_early,18.522602
NYU_test_ID,encoder_early,18.289448
NYU_test_ID,encoder_early,18.391651
NYU_test_ID,encoder_early,18.299686
NYU_test_ID,encoder_early,18.650345
NYU_test_ID,encoder_early,17.948906
NYU_test_ID,encoder_early,18.35051
NYU_test_ID,encoder_early,17.410624
NYU_test_ID,encoder_early,16.991848
NYU_test_ID,encoder_early,18.368639
NYU_test_ID,encoder_early,17.198406
NYU_test_ID,encoder_early,17.162594
NYU_test_ID,encoder_early,19.233772
NYU_test_ID,encoder_early,18.602467
NYU_test_ID,encoder_early,18.079597
NYU_test_ID,encoder_early,17.891506
NYU_test_ID,encoder_early,17.549812
NYU_test_ID,encoder_early,17.399834
NYU_test_ID,encoder_early,18.15318
NYU_test_ID,encoder_early,18.510822
NYU_test_ID,encoder_early,18.592892
NYU_test_ID,encoder_early,18.055954
NYU_test_ID,encoder_early,17.717045
NYU_test_ID,encoder_early,17.484192
NYU_test_ID,encoder_early,20.469252
NYU_test_ID,encoder_early,20.118343
NYU_test_ID,encoder_early,19.329784
NYU_test_ID,encoder_early,19.320862
NYU_test_ID,encoder_early,18.891628
NYU_test_ID,encoder_early,18.250443
NYU_test_ID,encoder_early,18.363146
NYU_test_ID,encoder_early,18.459347
NYU_test_ID,encoder_early,17.206436
NYU_test_ID,encoder_early,15.518208
NYU_test_ID,encoder_early,18.09312
NYU_test_ID,encoder_early,17.415998
NYU_test_ID,encoder_early,19.030245
NYU_test_ID,encoder_early,19.404392
NYU_test_ID,encoder_early,16.915112
NYU_test_ID,encoder_early,18.20736
NYU_test_ID,encoder_early,19.863758
NYU_test_ID,encoder_early,18.140747
NYU_test_ID,encoder_early,17.368248
NYU_test_ID,encoder_early,19.37101
NYU_test_ID,encoder_early,19.047232
NYU_test_ID,encoder_early,17.645363
NYU_test_ID,encoder_early,18.164442
NYU_test_ID,encoder_early,18.52671
NYU_test_ID,encoder_early,17.16235
NYU_test_ID,encoder_early,18.094574
NYU_test_ID,encoder_early,19.125217
NYU_test_ID,encoder_early,18.469303
NYU_test_ID,encoder_early,18.726986
NYU_test_ID,encoder_early,19.457146
NYU_test_ID,encoder_early,18.303684
NYU_test_ID,encoder_early,19.111256
NYU_test_ID,encoder_early,18.806133
NYU_test_ID,encoder_early,19.420925
NYU_test_ID,encoder_early,18.343483
NYU_test_ID,encoder_early,18.867691
NYU_test_ID,encoder_early,19.803526
NYU_test_ID,encoder_early,19.148764
NYU_test_ID,encoder_early,19.868263
NYU_test_ID,encoder_early,18.779493
NYU_test_ID,encoder_early,18.612404
NYU_test_ID,encoder_early,18.188347
NYU_test_ID,encoder_early,18.616703
NYU_test_ID,encoder_early,18.531103
NYU_test_ID,encoder_early,16.86686
NYU_test_ID,encoder_early,18.23919
NYU_test_ID,encoder_early,18.634628
NYU_test_ID,encoder_early,18.668026
NYU_test_ID,encoder_early,19.775246
NYU_test_ID,encoder_early,19.211252
NYU_test_ID,encoder_early,17.573647
NYU_test_ID,encoder_early,18.09293
NYU_test_ID,encoder_early,17.760372
NYU_test_ID,encoder_early,16.929592
NYU_test_ID,encoder_early,16.741756
NYU_test_ID,encoder_early,18.359362
NYU_test_ID,encoder_early,16.332397
NYU_test_ID,encoder_early,19.305006
NYU_test_ID,encoder_early,17.72565
NYU_test_ID,encoder_early,19.2588
NYU_test_ID,encoder_early,18.560152
NYU_test_ID,encoder_early,17.946278
NYU_test_ID,encoder_early,18.360237
NYU_test_ID,encoder_early,19.096413
NYU_test_ID,encoder_early,18.718674
NYU_test_ID,encoder_early,19.108585
NYU_test_ID,encoder_early,19.93214
NYU_test_ID,encoder_early,19.386553
NYU_test_ID,encoder_early,19.04003
NYU_test_ID,encoder_early,17.967064
NYU_test_ID,encoder_early,17.870384
NYU_test_ID,encoder_early,17.70404
NYU_test_ID,encoder_early,19.015583
NYU_test_ID,encoder_early,19.348938
NYU_test_ID,encoder_early,19.265484
NYU_test_ID,encoder_early,18.599243
NYU_test_ID,encoder_early,17.76263
NYU_test_ID,encoder_early,18.776474
NYU_test_ID,encoder_early,18.468502
NYU_test_ID,encoder_early,18.684134
NYU_test_ID,encoder_early,17.957132
NYU_test_ID,encoder_early,17.639149
NYU_test_ID,encoder_early,18.47506
NYU_test_ID,encoder_early,18.342361
NYU_test_ID,encoder_early,17.98331
NYU_test_ID,encoder_early,18.846012
NYU_test_ID,encoder_early,18.497288
NYU_test_ID,encoder_early,19.042759
NYU_test_ID,encoder_early,15.469622
NYU_test_ID,encoder_early,18.827934
NYU_test_ID,encoder_early,19.368813
NYU_test_ID,encoder_early,19.824528
NYU_test_ID,encoder_early,17.878338
NYU_test_ID,encoder_early,18.278309
NYU_test_ID,encoder_early,18.338364
NYU_test_ID,encoder_early,18.155432
NYU_test_ID,encoder_early,17.21135
NYU_test_ID,encoder_early,16.564482
NYU_test_ID,encoder_early,16.393051
NYU_test_ID,encoder_early,19.05746
NYU_test_ID,encoder_early,18.126036
NYU_test_ID,encoder_early,17.532722
NYU_test_ID,encoder_early,18.149513
NYU_test_ID,encoder_early,19.102146
NYU_test_ID,encoder_early,15.723496
NYU_test_ID,encoder_early,15.481025
NYU_test_ID,encoder_early,15.964807
NYU_test_ID,encoder_early,18.73872
NYU_test_ID,encoder_early,18.454044
NYU_test_ID,encoder_early,18.394451
NYU_test_ID,encoder_early,18.121307
NYU_test_ID,encoder_early,18.777859
NYU_test_ID,encoder_early,18.734592
NYU_test_ID,encoder_early,18.039536
NYU_test_ID,encoder_early,18.749878
NYU_test_ID,encoder_early,18.840736
NYU_test_ID,encoder_early,17.572556
NYU_test_ID,encoder_early,17.376106
NYU_test_ID,encoder_early,17.311043
NYU_test_ID,encoder_early,18.293617
NYU_test_ID,encoder_early,17.491547
NYU_test_ID,encoder_early,18.44878
NYU_test_ID,encoder_early,18.05122
NYU_test_ID,encoder_early,17.151527
NYU_test_ID,encoder_early,17.742237
NYU_test_ID,encoder_early,19.902626
NYU_test_ID,encoder_early,17.669193
NYU_test_ID,encoder_early,19.486355
NYU_test_ID,encoder_early,18.763165
NYU_test_ID,encoder_early,18.266014
NYU_test_ID,encoder_early,19.040745
NYU_test_ID,encoder_early,19.321718
NYU_test_ID,encoder_early,18.19215
NYU_test_ID,encoder_early,17.675907
NYU_test_ID,encoder_early,16.3237
NYU_test_ID,encoder_early,17.495094
NYU_test_ID,encoder_early,19.014706
NYU_test_ID,encoder_early,17.929733
NYU_test_ID,encoder_early,18.34368
NYU_test_ID,encoder_early,18.442438
NYU_test_ID,encoder_early,18.532768
NYU_test_ID,encoder_early,19.254766
NYU_test_ID,encoder_early,18.3637
NYU_test_ID,encoder_early,19.158567
NYU_test_ID,encoder_early,17.403095
NYU_test_ID,encoder_early,17.685276
NYU_test_ID,encoder_early,17.991581
NYU_test_ID,encoder_early,18.008669
NYU_test_ID,encoder_early,17.066135
NYU_test_ID,encoder_early,17.393677
NYU_test_ID,encoder_early,17.289665
NYU_test_ID,encoder_early,16.421669
NYU_test_ID,encoder_early,16.94027
NYU_test_ID,encoder_early,16.941761
NYU_test_ID,encoder_early,17.621735
NYU_test_ID,encoder_early,17.023193
NYU_test_ID,encoder_early,17.024979
NYU_test_ID,encoder_early,18.283665
NYU_test_ID,encoder_early,17.48212
NYU_test_ID,encoder_early,16.574883
NYU_test_ID,encoder_early,18.675198
NYU_test_ID,encoder_early,17.693947
NYU_test_ID,encoder_early,17.7677
NYU_test_ID,encoder_early,19.27266
NYU_test_ID,encoder_early,17.334728
NYU_test_ID,encoder_early,17.582829
NYU_test_ID,encoder_early,19.550838
NYU_test_ID,encoder_early,18.969276
NYU_test_ID,encoder_early,19.62641
NYU_test_ID,encoder_early,18.71983
NYU_test_ID,encoder_early,17.967873
NYU_test_ID,encoder_early,18.176119
NYU_test_ID,encoder_early,19.67211
NYU_test_ID,encoder_early,18.396744
NYU_test_ID,encoder_early,19.35119
NYU_test_ID,encoder_early,18.576546
NYU_test_ID,encoder_early,18.963982
NYU_test_ID,encoder_early,18.677477
NYU_test_ID,encoder_early,19.014927
NYU_test_ID,encoder_early,19.064201
NYU_test_ID,encoder_early,18.689388
NYU_test_ID,encoder_early,18.698017
NYU_test_ID,encoder_early,19.106014
NYU_test_ID,encoder_early,17.37482
NYU_test_ID,encoder_early,18.13132
NYU_test_ID,encoder_early,18.05037
NYU_test_ID,encoder_early,16.510437
NYU_test_ID,encoder_early,16.864334
NYU_test_ID,encoder_early,18.72986
NYU_test_ID,encoder_early,17.510586
NYU_test_ID,encoder_early,18.561779
NYU_test_ID,encoder_early,19.062248
NYU_test_ID,encoder_early,18.299679
NYU_test_ID,encoder_early,16.45093
NYU_test_ID,encoder_early,16.861431
NYU_test_ID,encoder_early,17.417702
NYU_test_ID,encoder_early,18.177395
NYU_test_ID,encoder_early,17.933254
NYU_test_ID,encoder_early,18.318504
NYU_test_ID,encoder_early,18.323578
NYU_test_ID,encoder_early,18.278114
NYU_test_ID,encoder_early,18.657986
NYU_test_ID,encoder_early,19.164997
NYU_test_ID,encoder_early,18.685638
NYU_test_ID,encoder_early,19.560427
NYU_test_ID,encoder_early,19.552572
NYU_test_ID,encoder_early,18.358557
NYU_test_ID,encoder_early,19.755663
NYU_test_ID,encoder_early,19.294525
NYU_test_ID,encoder_early,18.5621
NYU_test_ID,encoder_early,19.347307
NYU_test_ID,encoder_early,17.985357
NYU_test_ID,encoder_early,19.122875
NYU_test_ID,encoder_early,19.413206
NYU_test_ID,encoder_early,18.665474
NYU_test_ID,encoder_early,18.32886
NYU_test_ID,encoder_early,18.265833
NYU_test_ID,encoder_early,18.272224
NYU_test_ID,encoder_early,20.0008
NYU_test_ID,encoder_early,17.541485
NYU_test_ID,encoder_early,18.14195
NYU_test_ID,encoder_early,15.210343
NYU_test_ID,encoder_early,17.753992
NYU_test_ID,encoder_early,18.307398
NYU_test_ID,encoder_early,18.640379
NYU_test_ID,encoder_early,18.627676
NYU_test_ID,encoder_early,16.565273
NYU_test_ID,encoder_early,18.881338
NYU_test_ID,encoder_early,17.139805
NYU_test_ID,encoder_early,17.422794
NYU_test_ID,encoder_early,19.159906
NYU_test_ID,encoder_early,18.232483
NYU_test_ID,encoder_early,18.179657
NYU_test_ID,encoder_early,18.445375
NYU_test_ID,encoder_early,17.065674
NYU_test_ID,encoder_early,18.852875
NYU_test_ID,encoder_early,17.982117
NYU_test_ID,encoder_early,18.246983
NYU_test_ID,encoder_early,19.16372
NYU_test_ID,encoder_early,18.503326
NYU_test_ID,encoder_early,17.79911
NYU_test_ID,encoder_early,18.94691
NYU_test_ID,encoder_early,19.11874
NYU_test_ID,encoder_early,17.449398
NYU_test_ID,encoder_early,16.746414
NYU_test_ID,encoder_early,17.27718
NYU_test_ID,encoder_early,19.012745
NYU_test_ID,encoder_early,17.995453
NYU_test_ID,encoder_early,17.093296
NYU_test_ID,encoder_early,17.790474
NYU_test_ID,encoder_early,17.582111
NYU_test_ID,encoder_early,18.246723
NYU_test_ID,encoder_early,16.92138
NYU_test_ID,encoder_early,16.939129
NYU_test_ID,encoder_early,16.753716
NYU_test_ID,encoder_early,17.200924
NYU_test_ID,encoder_early,18.04449
NYU_test_ID,encoder_early,18.252718
NYU_test_ID,encoder_early,15.898917
NYU_test_ID,encoder_early,15.613048
NYU_test_ID,encoder_early,15.707845
NYU_test_ID,encoder_early,17.962917
NYU_test_ID,encoder_early,17.603674
NYU_test_ID,encoder_early,17.354801
NYU_test_ID,encoder_early,17.329777
NYU_test_ID,encoder_early,18.195454
NYU_test_ID,encoder_early,19.29827
NYU_test_ID,encoder_early,17.792791
NYU_test_ID,encoder_early,18.767239
NYU_test_ID,encoder_early,18.249344
NYU_test_ID,encoder_early,19.139122
NYU_test_ID,encoder_early,18.469946
NYU_test_ID,encoder_early,16.56036
NYU_test_ID,encoder_early,17.736809
NYU_test_ID,encoder_early,17.728315
NYU_test_ID,encoder_early,17.932407
NYU_test_ID,encoder_early,17.167503
NYU_test_ID,encoder_early,15.847299
NYU_test_ID,encoder_early,17.288097
NYU_test_ID,encoder_early,18.45533
NYU_test_ID,encoder_early,15.687474
NYU_test_ID,encoder_early,18.020287
NYU_test_ID,encoder_early,17.482449
NYU_test_ID,encoder_early,18.064705
NYU_test_ID,encoder_early,18.308308
NYU_test_ID,encoder_early,18.367447
NYU_test_ID,encoder_early,16.093536
NYU_test_ID,encoder_early,18.526901
NYU_test_ID,encoder_early,17.45013
NYU_test_ID,encoder_early,18.100546
NYU_test_ID,encoder_early,17.859875
NYU_test_ID,encoder_early,19.321259
NYU_test_ID,encoder_early,17.100716
NYU_test_ID,encoder_early,19.026945
NYU_test_ID,encoder_early,17.698072
NYU_test_ID,encoder_early,18.224634
NYU_test_ID,encoder_early,19.63679
NYU_test_ID,encoder_early,17.052277
NYU_test_ID,encoder_early,19.92247
NYU_test_ID,encoder_early,18.814735
NYU_test_ID,encoder_early,17.77806
NYU_test_ID,encoder_early,17.808994
NYU_test_ID,encoder_early,18.252724
NYU_test_ID,encoder_early,18.153522
NYU_test_ID,encoder_early,18.99942
NYU_test_ID,encoder_early,18.273472
NYU_test_ID,encoder_early,17.873093
NYU_test_ID,encoder_early,19.463774
NYU_test_ID,encoder_early,18.10793
NYU_test_ID,encoder_early,18.54971
NYU_test_ID,encoder_early,18.67636
NYU_test_ID,encoder_early,18.33324
NYU_test_ID,encoder_early,18.749556
NYU_test_ID,encoder_early,17.624092
NYU_test_ID,encoder_early,18.431885
NYU_test_ID,encoder_early,16.949226
NYU_test_ID,encoder_early,18.38797
NYU_test_ID,encoder_early,17.194687
NYU_test_ID,encoder_early,14.596634
NYU_test_ID,encoder_early,18.17088
NYU_test_ID,encoder_early,17.968815
NYU_test_ID,encoder_early,17.031973
NYU_test_ID,encoder_early,17.343575
NYU_test_ID,encoder_early,17.305294
NYU_test_ID,encoder_early,17.540531
NYU_test_ID,encoder_early,17.764952
NYU_test_ID,encoder_early,17.544182
NYU_test_ID,encoder_early,17.488445
NYU_test_ID,encoder_early,17.324333
NYU_test_ID,encoder_early,16.847004
NYU_test_ID,encoder_early,16.994778
NYU_test_ID,encoder_early,18.172112
NYU_test_ID,encoder_early,18.70438
NYU_test_ID,encoder_early,19.553938
NYU_test_ID,encoder_early,15.8925495
NYU_test_ID,encoder_early,18.42718
NYU_test_ID,encoder_early,18.454098
NYU_test_ID,encoder_early,15.065689
NYU_test_ID,encoder_early,18.502613
NYU_test_ID,encoder_early,18.07037
NYU_test_ID,encoder_early,16.711708
NYU_test_ID,encoder_early,18.041672
NYU_test_ID,encoder_early,18.147377
NYU_test_ID,encoder_early,19.30073
NYU_test_ID,encoder_early,17.020632
NYU_test_ID,encoder_early,16.504078
NYU_test_ID,encoder_early,18.466722
NYU_test_ID,encoder_early,17.52087
NYU_test_ID,encoder_early,14.952031
NYU_test_ID,encoder_early,17.28329
NYU_test_ID,encoder_early,17.704208
NYU_test_ID,encoder_early,17.1879
NYU_test_ID,encoder_early,16.929451
NYU_test_ID,encoder_early,19.129688
NYU_test_ID,encoder_early,18.270409
NYU_test_ID,encoder_early,19.217535
NYU_test_ID,encoder_early,18.13828
NYU_test_ID,encoder_early,18.057343
NYU_test_ID,encoder_early,19.35143
NYU_test_ID,encoder_early,18.528034
NYU_test_ID,encoder_early,19.100094
NYU_test_ID,encoder_early,17.67308
NYU_test_ID,encoder_early,16.41772
NYU_test_ID,encoder_early,17.307404
NYU_test_ID,encoder_early,17.533428
NYU_test_ID,encoder_early,17.759514
NYU_test_ID,encoder_early,17.6203
NYU_test_ID,encoder_early,18.068058
NYU_test_ID,encoder_early,18.03133
NYU_test_ID,encoder_early,19.383804
NYU_test_ID,encoder_early,18.947857
NYU_test_ID,encoder_early,19.195099
NYU_test_ID,encoder_early,19.10891
NYU_test_ID,encoder_early,15.77237
NYU_test_ID,encoder_early,18.620443
NYU_test_ID,encoder_early,20.552107
NYU_test_ID,encoder_early,18.132645
NYU_test_ID,encoder_early,18.747807
NYU_test_ID,encoder_early,18.571182
NYU_test_ID,encoder_early,18.898357
NYU_test_ID,encoder_early,18.180862
NYU_test_ID,encoder_early,18.21283
NYU_test_ID,encoder_early,18.045292
NYU_test_ID,encoder_early,17.049881
NYU_test_ID,encoder_early,17.718876
NYU_test_ID,encoder_early,18.562168
NYU_test_ID,encoder_early,19.707333
NYU_test_ID,encoder_early,18.298336
NYU_test_ID,encoder_early,19.061455
NYU_test_ID,encoder_early,17.539188
NYU_test_ID,encoder_early,18.36924
NYU_test_ID,encoder_early,17.897976
NYU_test_ID,encoder_early,19.13483
NYU_test_ID,encoder_early,17.49298
NYU_test_ID,encoder_early,17.658236
NYU_test_ID,encoder_early,18.371037
NYU_test_ID,encoder_early,16.640522
NYU_test_ID,encoder_early,17.708382
NYU_test_ID,encoder_early,18.430164
NYU_test_ID,encoder_early,17.78698
NYU_test_ID,encoder_early,16.437496
NYU_test_ID,encoder_early,17.68673
NYU_test_ID,encoder_early,17.750072
NYU_test_ID,encoder_early,18.485373
NYU_test_ID,encoder_early,17.748947
NYU_test_ID,encoder_early,18.497702
NYU_test_ID,encoder_early,16.89459
NYU_test_ID,encoder_early,19.5446
NYU_test_ID,encoder_early,18.37212
NYU_test_ID,encoder_early,17.104141
NYU_test_ID,encoder_early,17.072214
NYU_test_ID,encoder_early,18.33897
NYU_test_ID,encoder_early,17.760986
NYU_test_ID,encoder_early,18.749336
NYU_test_ID,encoder_early,16.999222
NYU_test_ID,encoder_early,17.860172
NYU_test_ID,encoder_early,16.31358
NYU_test_ID,encoder_early,19.260876
NYU_test_ID,encoder_early,17.952332
NYU_test_ID,encoder_early,17.899364
NYU_test_ID,encoder_early,17.491688
NYU_test_ID,encoder_early,18.972824
NYU_test_ID,encoder_early,19.226263
NYU_test_ID,encoder_early,17.98736
NYU_test_ID,encoder_early,18.80485
NYU_test_ID,encoder_early,18.608292
NYU_test_ID,encoder_early,17.862656
NYU_test_ID,encoder_early,17.402054
NYU_test_ID,encoder_early,18.083893
NYU_test_ID,encoder_early,17.551172
NYU_test_ID,encoder_early,17.75298
NYU_test_ID,encoder_early,18.091454
NYU_test_ID,encoder_early,17.968884
NYU_test_ID,encoder_early,19.792915
NYU_test_ID,encoder_early,18.416817
NYU_test_ID,encoder_early,19.372438
NYU_test_ID,encoder_early,19.183634
NYU_test_ID,encoder_early,18.60503
NYU_test_ID,encoder_early,18.712784
NYU_test_ID,encoder_early,17.466892
NYU_test_ID,encoder_early,19.25048
NYU_test_ID,encoder_early,19.080854
NYU_test_ID,encoder_early,17.337471
NYU_test_ID,encoder_early,18.388905
NYU_test_ID,encoder_early,17.807543
NYU_test_ID,encoder_early,18.120758
NYU_test_ID,encoder_early,16.035015
NYU_test_ID,encoder_early,15.878366
NYU_test_ID,encoder_early,18.375433
NYU_test_ID,encoder_early,18.929504
NYU_test_ID,encoder_early,19.537207
NYU_test_ID,encoder_early,18.90812
NYU_test_ID,encoder_early,18.31218
NYU_test_ID,encoder_early,18.996927
NYU_test_ID,encoder_early,17.653854
NYU_test_ID,encoder_early,17.964231
NYU_test_ID,encoder_early,17.929333
NYU_test_ID,encoder_early,16.922127
NYU_test_ID,encoder_early,17.435303
NYU_test_ID,encoder_early,18.387794
NYU_test_ID,encoder_early,16.378979
NYU_test_ID,encoder_early,17.990288
NYU_test_ID,encoder_early,18.414951
NYU_test_ID,encoder_early,17.360138
NYU_test_ID,encoder_early,17.359726
NYU_test_ID,encoder_early,17.271294
NYU_test_ID,encoder_early,17.579502
NYU_test_ID,encoder_early,18.844023
NYU_test_ID,encoder_early,18.198395
NYU_test_ID,encoder_early,18.335175
NYU_test_ID,encoder_early,17.323465
NYU_test_ID,encoder_early,16.929523
NYU_test_ID,encoder_early,18.414951
NYU_test_ID,encoder_early,19.620348
NYU_test_ID,encoder_early,18.433289
NYU_test_ID,encoder_early,17.674194
NYU_test_ID,encoder_early,18.779182
NYU_test_ID,encoder_early,18.337006
NYU_test_ID,encoder_early,18.637405
NYU_test_ID,encoder_early,17.94006
NYU_test_ID,encoder_early,16.430168
NYU_test_ID,encoder_early,18.24542
NYU_test_ID,encoder_early,17.913269
NYU_test_ID,encoder_early,17.07911
NYU_test_ID,encoder_early,17.935986
NYU_test_ID,encoder_early,18.15667
NYU_test_ID,encoder_early,18.787825
NYU_test_ID,encoder_early,17.396282
NYU_test_ID,encoder_early,19.871782
NYU_test_ID,encoder_early,18.493
NYU_test_ID,encoder_early,18.529541
NYU_test_ID,encoder_early,17.59782
NYU_test_ID,encoder_early,18.28275
NYU_test_ID,encoder_early,17.287231
NYU_test_ID,encoder_early,19.244114
NYU_test_ID,encoder_early,19.969107
NYU_test_ID,encoder_early,19.985615
NYU_test_ID,encoder_early,18.546728
NYU_test_ID,encoder_early,19.819448
NYU_test_ID,encoder_early,18.9408
NYU_test_ID,encoder_middle,9.959908
NYU_test_ID,encoder_middle,9.604193
NYU_test_ID,encoder_middle,9.7085085
NYU_test_ID,encoder_middle,9.224634
NYU_test_ID,encoder_middle,9.368232
NYU_test_ID,encoder_middle,9.893211
NYU_test_ID,encoder_middle,9.739198
NYU_test_ID,encoder_middle,9.468928
NYU_test_ID,encoder_middle,10.190853
NYU_test_ID,encoder_middle,9.063487
NYU_test_ID,encoder_middle,9.293987
NYU_test_ID,encoder_middle,9.499421
NYU_test_ID,encoder_middle,9.354169
NYU_test_ID,encoder_middle,9.416985
NYU_test_ID,encoder_middle,9.660023
NYU_test_ID,encoder_middle,9.842277
NYU_test_ID,encoder_middle,10.826779
NYU_test_ID,encoder_middle,10.213114
NYU_test_ID,encoder_middle,10.159893
NYU_test_ID,encoder_middle,9.727707
NYU_test_ID,encoder_middle,9.822236
NYU_test_ID,encoder_middle,10.254287
NYU_test_ID,encoder_middle,9.594898
NYU_test_ID,encoder_middle,9.657711
NYU_test_ID,encoder_middle,10.219799
NYU_test_ID,encoder_middle,9.994265
NYU_test_ID,encoder_middle,10.365778
NYU_test_ID,encoder_middle,10.468999
NYU_test_ID,encoder_middle,9.364197
NYU_test_ID,encoder_middle,9.614033
NYU_test_ID,encoder_middle,9.274267
NYU_test_ID,encoder_middle,8.740759
NYU_test_ID,encoder_middle,8.678767
NYU_test_ID,encoder_middle,8.81412
NYU_test_ID,encoder_middle,9.191328
NYU_test_ID,encoder_middle,8.884893
NYU_test_ID,encoder_middle,9.761455
NYU_test_ID,encoder_middle,9.217734
NYU_test_ID,encoder_middle,9.528592
NYU_test_ID,encoder_middle,9.08675
NYU_test_ID,encoder_middle,10.026077
NYU_test_ID,encoder_middle,10.001583
NYU_test_ID,encoder_middle,9.661422
