domain,layer,score
NYU_test_ID,encoder_early,23.753304
NYU_test_ID,encoder_early,20.821726
NYU_test_ID,encoder_early,27.22736
NYU_test_ID,encoder_early,16.789797
NYU_test_ID,encoder_early,17.878185
NYU_test_ID,encoder_early,23.248503
NYU_test_ID,encoder_early,18.839073
NYU_test_ID,encoder_early,11.304172
NYU_test_ID,encoder_early,9.512119
NYU_test_ID,encoder_early,9.693019
NYU_test_ID,encoder_early,24.056652
NYU_test_ID,encoder_early,19.855545
NYU_test_ID,encoder_early,14.574967
NYU_test_ID,encoder_early,21.752106
NYU_test_ID,encoder_early,20.166481
NYU_test_ID,encoder_early,24.491238
NYU_test_ID,encoder_early,24.201344
NYU_test_ID,encoder_early,24.673542
NYU_test_ID,encoder_early,21.435863
NYU_test_ID,encoder_early,23.38819
NYU_test_ID,encoder_early,19.396948
NYU_test_ID,encoder_early,17.397469
NYU_test_ID,encoder_early,21.419712
NYU_test_ID,encoder_early,14.125055
NYU_test_ID,encoder_early,19.269754
NYU_test_ID,encoder_early,12.233458
NYU_test_ID,encoder_early,17.427095
NYU_test_ID,encoder_early,5.7454057
NYU_test_ID,encoder_early,22.329811
NYU_test_ID,encoder_early,23.266966
NYU_test_ID,encoder_early,20.023912
NYU_test_ID,encoder_early,21.667393
NYU_test_ID,encoder_early,23.151182
NYU_test_ID,encoder_early,12.84341
NYU_test_ID,encoder_early,25.59956
NYU_test_ID,encoder_early,25.18415
NYU_test_ID,encoder_early,22.879599
NYU_test_ID,encoder_early,26.470797
NYU_test_ID,encoder_early,19.80618
NYU_test_ID,encoder_early,25.674713
NYU_test_ID,encoder_early,26.763153
NYU_test_ID,encoder_early,26.803783
NYU_test_ID,encoder_early,24.8598
NYU_test_ID,encoder_early,25.054485
NYU_test_ID,encoder_early,27.320606
NYU_test_ID,encoder_early,25.147429
NYU_test_ID,encoder_early,25.251133
NYU_test_ID,encoder_early,25.095898
NYU_test_ID,encoder_early,24.906544
NYU_test_ID,encoder_early,27.933632
NYU_test_ID,encoder_early,25.099949
NYU_test_ID,encoder_early,24.727818
NYU_test_ID,encoder_early,21.66097
NYU_test_ID,encoder_early,22.509256
NYU_test_ID,encoder_early,23.647575
NYU_test_ID,encoder_early,26.362167
NYU_test_ID,encoder_early,27.515676
NYU_test_ID,encoder_early,25.871181
NYU_test_ID,encoder_early,21.221588
NYU_test_ID,encoder_early,24.41443
NYU_test_ID,encoder_early,21.148426
NYU_test_ID,encoder_early,22.907005
NYU_test_ID,encoder_early,26.949854
NYU_test_ID,encoder_early,20.154737
NYU_test_ID,encoder_early,24.233833
NYU_test_ID,encoder_early,24.185461
NYU_test_ID,encoder_early,27.16938
NYU_test_ID,encoder_early,23.47403
NYU_test_ID,encoder_early,22.845173
NYU_test_ID,encoder_early,26.367775
NYU_test_ID,encoder_early,25.814905
NYU_test_ID,encoder_early,19.250292
NYU_test_ID,encoder_early,25.797958
NYU_test_ID,encoder_early,26.92202
NYU_test_ID,encoder_early,25.280834
NYU_test_ID,encoder_early,29.007883
NYU_test_ID,encoder_early,28.774958
NYU_test_ID,encoder_early,24.627998
NYU_test_ID,encoder_early,29.570139
NYU_test_ID,encoder_early,26.721773
NYU_test_ID,encoder_early,27.947449
NYU_test_ID,encoder_early,27.351429
NYU_test_ID,encoder_early,27.902622
NYU_test_ID,encoder_early,26.2322
NYU_test_ID,encoder_early,24.60731
NYU_test_ID,encoder_early,28.210686
NYU_test_ID,encoder_early,27.872232
NYU_test_ID,encoder_early,25.903732
NYU_test_ID,encoder_early,28.575443
NYU_test_ID,encoder_early,24.182291
NYU_test_ID,encoder_early,25.745632
NYU_test_ID,encoder_early,21.515186
NYU_test_ID,encoder_early,28.457846
NYU_test_ID,encoder_early,26.924511
NYU_test_ID,encoder_early,26.873125
NYU_test_ID,encoder_early,26.380486
NYU_test_ID,encoder_early,25.280727
NYU_test_ID,encoder_early,26.368713
NYU_test_ID,encoder_early,24.178068
NYU_test_ID,encoder_early,26.819529
NYU_test_ID,encoder_early,22.06368
NYU_test_ID,encoder_early,22.360868
NYU_test_ID,encoder_early,17.379423
NYU_test_ID,encoder_early,15.322143
NYU_test_ID,encoder_early,27.462082
NYU_test_ID,encoder_early,26.872974
NYU_test_ID,encoder_early,26.024584
NYU_test_ID,encoder_early,21.25151
NYU_test_ID,encoder_early,23.037437
NYU_test_ID,encoder_early,24.022823
NYU_test_ID,encoder_early,21.98091
NYU_test_ID,encoder_early,22.261358
NYU_test_ID,encoder_early,22.723518
NYU_test_ID,encoder_early,26.76639
NYU_test_ID,encoder_early,27.827301
NYU_test_ID,encoder_early,25.005695
NYU_test_ID,encoder_early,27.812757
NYU_test_ID,encoder_early,23.028122
NYU_test_ID,encoder_early,23.750359
NYU_test_ID,encoder_early,26.756481
NYU_test_ID,encoder_early,26.619614
NYU_test_ID,encoder_early,28.315409
NYU_test_ID,encoder_early,21.59411
NYU_test_ID,encoder_early,20.726347
NYU_test_ID,encoder_early,26.129963
NYU_test_ID,encoder_early,24.267748
NYU_test_ID,encoder_early,26.09193
NYU_test_ID,encoder_early,13.489564
NYU_test_ID,encoder_early,20.80775
NYU_test_ID,encoder_early,22.052519
NYU_test_ID,encoder_early,26.28837
NYU_test_ID,encoder_early,24.365864
NYU_test_ID,encoder_early,19.635986
NYU_test_ID,encoder_early,18.71163
NYU_test_ID,encoder_early,20.60919
NYU_test_ID,encoder_early,27.843088
NYU_test_ID,encoder_early,24.436438
NYU_test_ID,encoder_early,26.51487
NYU_test_ID,encoder_early,25.59244
NYU_test_ID,encoder_early,24.94083
NYU_test_ID,encoder_early,25.662424
NYU_test_ID,encoder_early,25.576963
NYU_test_ID,encoder_early,25.479918
NYU_test_ID,encoder_early,21.520485
NYU_test_ID,encoder_early,21.764778
NYU_test_ID,encoder_early,25.356506
NYU_test_ID,encoder_early,21.576473
NYU_test_ID,encoder_early,26.422031
NYU_test_ID,encoder_early,23.607134
NYU_test_ID,encoder_early,24.196066
NYU_test_ID,encoder_early,20.50115
NYU_test_ID,encoder_early,11.642932
NYU_test_ID,encoder_early,20.41552
NYU_test_ID,encoder_early,26.64806
NYU_test_ID,encoder_early,17.893356
NYU_test_ID,encoder_early,21.916653
NYU_test_ID,encoder_early,23.976654
NYU_test_ID,encoder_early,20.054317
NYU_test_ID,encoder_early,26.438837
NYU_test_ID,encoder_early,20.774004
NYU_test_ID,encoder_early,20.153728
NYU_test_ID,encoder_early,27.878391
NYU_test_ID,encoder_early,24.12758
NYU_test_ID,encoder_early,28.359632
NYU_test_ID,encoder_early,25.430458
NYU_test_ID,encoder_early,29.392145
NYU_test_ID,encoder_early,21.688675
NYU_test_ID,encoder_early,29.458136
NYU_test_ID,encoder_early,27.220213
NYU_test_ID,encoder_early,21.246965
NYU_test_ID,encoder_early,31.403217
NYU_test_ID,encoder_early,26.40087
NYU_test_ID,encoder_early,28.979002
NYU_test_ID,encoder_early,26.125751
NYU_test_ID,encoder_early,22.932066
NYU_test_ID,encoder_early,21.026102
NYU_test_ID,encoder_early,21.528433
NYU_test_ID,encoder_early,27.16597
NYU_test_ID,encoder_early,27.361668
NYU_test_ID,encoder_early,25.879154
NYU_test_ID,encoder_early,26.785711
NYU_test_ID,encoder_early,25.425465
NYU_test_ID,encoder_early,24.146212
NYU_test_ID,encoder_early,25.407288
NYU_test_ID,encoder_early,23.507662
NYU_test_ID,encoder_early,29.370731
NYU_test_ID,encoder_early,31.840864
NYU_test_ID,encoder_early,21.864372
NYU_test_ID,encoder_early,21.423271
NYU_test_ID,encoder_early,26.160648
NYU_test_ID,encoder_early,18.722218
NYU_test_ID,encoder_early,22.73085
NYU_test_ID,encoder_early,24.413162
NYU_test_ID,encoder_early,20.880198
NYU_test_ID,encoder_early,25.116995
NYU_test_ID,encoder_early,23.72456
NYU_test_ID,encoder_early,22.446075
NYU_test_ID,encoder_early,25.357882
NYU_test_ID,encoder_early,21.363068
NYU_test_ID,encoder_early,22.35601
NYU_test_ID,encoder_early,24.378565
NYU_test_ID,encoder_early,24.811625
NYU_test_ID,encoder_early,23.500288
NYU_test_ID,encoder_early,23.386444
NYU_test_ID,encoder_early,25.471441
NYU_test_ID,encoder_early,19.0875
NYU_test_ID,encoder_early,24.393448
NYU_test_ID,encoder_early,25.523275
NYU_test_ID,encoder_early,23.575876
NYU_test_ID,encoder_early,27.031876
NYU_test_ID,encoder_early,26.141094
NYU_test_ID,encoder_early,13.932261
NYU_test_ID,encoder_early,21.86868
NYU_test_ID,encoder_early,14.702718
NYU_test_ID,encoder_early,20.933075
NYU_test_ID,encoder_early,24.262539
NYU_test_ID,encoder_early,25.38331
NYU_test_ID,encoder_early,28.511436
NYU_test_ID,encoder_early,24.137339
NYU_test_ID,encoder_early,20.007198
NYU_test_ID,encoder_early,21.768034
NYU_test_ID,encoder_early,17.56058
NYU_test_ID,encoder_early,3.2126293
NYU_test_ID,encoder_early,25.505957
NYU_test_ID,encoder_early,24.54455
NYU_test_ID,encoder_early,23.876736
NYU_test_ID,encoder_early,25.246681
NYU_test_ID,encoder_early,27.628153
NYU_test_ID,encoder_early,24.560783
NYU_test_ID,encoder_early,26.32929
NYU_test_ID,encoder_early,20.033546
NYU_test_ID,encoder_early,26.165667
NYU_test_ID,encoder_early,26.162321
NYU_test_ID,encoder_early,22.592777
NYU_test_ID,encoder_early,23.826294
NYU_test_ID,encoder_early,23.933218
NYU_test_ID,encoder_early,15.51771
NYU_test_ID,encoder_early,25.3605
NYU_test_ID,encoder_early,25.60215
NYU_test_ID,encoder_early,25.680298
NYU_test_ID,encoder_early,24.36379
NYU_test_ID,encoder_early,24.337046
NYU_test_ID,encoder_early,28.350126
NYU_test_ID,encoder_early,27.57446
NYU_test_ID,encoder_early,25.944233
NYU_test_ID,encoder_early,28.15199
NYU_test_ID,encoder_early,28.005825
NYU_test_ID,encoder_early,21.657455
NYU_test_ID,encoder_early,22.621277
NYU_test_ID,encoder_early,25.836311
NYU_test_ID,encoder_early,25.235687
NYU_test_ID,encoder_early,28.07539
NYU_test_ID,encoder_early,22.697483
NYU_test_ID,encoder_early,25.367428
NYU_test_ID,encoder_early,24.020657
NYU_test_ID,encoder_early,23.258587
NYU_test_ID,encoder_early,25.809563
NYU_test_ID,encoder_early,22.7716
NYU_test_ID,encoder_early,23.822544
NYU_test_ID,encoder_early,25.979506
NYU_test_ID,encoder_early,27.341808
NYU_test_ID,encoder_early,26.302923
NYU_test_ID,encoder_early,28.583487
NYU_test_ID,encoder_early,25.482563
NYU_test_ID,encoder_early,28.317684
NYU_test_ID,encoder_early,25.338139
NYU_test_ID,encoder_early,25.907066
NYU_test_ID,encoder_early,22.523855
NYU_test_ID,encoder_early,19.205862
NYU_test_ID,encoder_early,24.302639
NYU_test_ID,encoder_early,21.471107
NYU_test_ID,encoder_early,18.228996
NYU_test_ID,encoder_early,21.355072
NYU_test_ID,encoder_early,18.694052
NYU_test_ID,encoder_early,20.989744
NYU_test_ID,encoder_early,24.896057
NYU_test_ID,encoder_early,20.647121
NYU_test_ID,encoder_early,25.563358
NYU_test_ID,encoder_early,25.465958
NYU_test_ID,encoder_early,20.014286
NYU_test_ID,encoder_early,24.72886
NYU_test_ID,encoder_early,22.71746
NYU_test_ID,encoder_early,24.491127
NYU_test_ID,encoder_early,29.023533
NYU_test_ID,encoder_early,26.276127
NYU_test_ID,encoder_early,25.203022
NYU_test_ID,encoder_early,23.048569
NYU_test_ID,encoder_early,26.337873
NYU_test_ID,encoder_early,26.116835
NYU_test_ID,encoder_early,20.637241
NYU_test_ID,encoder_early,23.246243
NYU_test_ID,encoder_early,29.794483
NYU_test_ID,encoder_early,25.718916
NYU_test_ID,encoder_early,24.370234
NYU_test_ID,encoder_early,22.857014
NYU_test_ID,encoder_early,26.298141
NYU_test_ID,encoder_early,27.263678
NYU_test_ID,encoder_early,26.775623
NYU_test_ID,encoder_early,25.011244
NYU_test_ID,encoder_early,22.009941
NYU_test_ID,encoder_early,19.352
NYU_test_ID,encoder_early,24.778452
NYU_test_ID,encoder_early,20.80699
NYU_test_ID,encoder_early,24.800762
NYU_test_ID,encoder_early,22.275011
NYU_test_ID,encoder_early,24.408419
NYU_test_ID,encoder_early,25.824654
NYU_test_ID,encoder_early,27.488478
NYU_test_ID,encoder_early,21.629412
NYU_test_ID,encoder_early,27.633299
NYU_test_ID,encoder_early,22.727383
NYU_test_ID,encoder_early,24.765057
NYU_test_ID,encoder_early,28.420101
NYU_test_ID,encoder_early,20.374014
NYU_test_ID,encoder_early,23.056145
NYU_test_ID,encoder_early,25.545326
NYU_test_ID,encoder_early,26.668072
NYU_test_ID,encoder_early,25.195919
NYU_test_ID,encoder_early,23.035557
NYU_test_ID,encoder_early,24.50331
NYU_test_ID,encoder_early,25.528212
NYU_test_ID,encoder_early,25.476358
NYU_test_ID,encoder_early,22.395977
NYU_test_ID,encoder_early,17.237392
NYU_test_ID,encoder_early,26.040253
NYU_test_ID,encoder_early,25.775635
NYU_test_ID,encoder_early,27.737192
NYU_test_ID,encoder_early,22.80389
NYU_test_ID,encoder_early,25.069593
NYU_test_ID,encoder_early,24.144863
NYU_test_ID,encoder_early,22.891153
NYU_test_ID,encoder_early,21.057787
NYU_test_ID,encoder_early,23.741722
NYU_test_ID,encoder_early,27.887524
NYU_test_ID,encoder_early,26.725363
NYU_test_ID,encoder_early,21.779915
NYU_test_ID,encoder_early,24.286837
NYU_test_ID,encoder_early,26.26859
NYU_test_ID,encoder_early,22.306643
NYU_test_ID,encoder_early,23.722513
NYU_test_ID,encoder_early,26.285938
NYU_test_ID,encoder_early,22.968903
NYU_test_ID,encoder_early,23.544565
NYU_test_ID,encoder_early,26.5657
NYU_test_ID,encoder_early,26.205631
NYU_test_ID,encoder_early,23.543518
NYU_test_ID,encoder_early,28.673655
NYU_test_ID,encoder_early,26.775517
NYU_test_ID,encoder_early,24.639984
NYU_test_ID,encoder_early,23.66647
NYU_test_ID,encoder_early,27.556417
NYU_test_ID,encoder_early,27.084429
NYU_test_ID,encoder_early,20.862614
NYU_test_ID,encoder_early,25.432644
NYU_test_ID,encoder_early,24.438562
NYU_test_ID,encoder_early,24.960556
NYU_test_ID,encoder_early,26.816334
NYU_test_ID,encoder_early,23.519932
NYU_test_ID,encoder_early,23.636332
NYU_test_ID,encoder_early,23.889772
NYU_test_ID,encoder_early,23.344025
NYU_test_ID,encoder_early,25.449232
NYU_test_ID,encoder_early,29.92881
NYU_test_ID,encoder_early,26.454067
NYU_test_ID,encoder_early,27.048916
NYU_test_ID,encoder_early,25.474487
NYU_test_ID,encoder_early,24.355804
NYU_test_ID,encoder_early,24.742401
NYU_test_ID,encoder_early,25.619715
NYU_test_ID,encoder_early,23.286245
NYU_test_ID,encoder_early,23.889086
NYU_test_ID,encoder_early,23.92581
NYU_test_ID,encoder_early,25.416676
NYU_test_ID,encoder_early,25.309696
NYU_test_ID,encoder_middle,-41.42856
NYU_test_ID,encoder_middle,-44.571007
NYU_test_ID,encoder_middle,-33.76786
NYU_test_ID,encoder_middle,-37.250195
NYU_test_ID,encoder_middle,-46.456112
NYU_test_ID,encoder_middle,-34.927658
NYU_test_ID,encoder_middle,-40.922432
NYU_test_ID,encoder_middle,-42.783348
NYU_test_ID,encoder_middle,-32.230778
NYU_test_ID,encoder_middle,-41.337627
NYU_test_ID,encoder_middle,-31.203693
NYU_test_ID,encoder_middle,-36.480064
NYU_test_ID,encoder_middle,-38.07566
NYU_test_ID,encoder_middle,-40.02666
NYU_test_ID,encoder_middle,-35.894577
NYU_test_ID,encoder_middle,-44.283165
NYU_test_ID,encoder_middle,-34.942837
NYU_test_ID,encoder_middle,-36.155563
NYU_test_ID,encoder_middle,-35.570465
NYU_test_ID,encoder_middle,-43.04651
NYU_test_ID,encoder_middle,-36.705482
NYU_test_ID,encoder_middle,-36.02737
NYU_test_ID,encoder_middle,-31.758307
NYU_test_ID,encoder_middle,-56.227055
NYU_test_ID,encoder_middle,-42.025276
NYU_test_ID,encoder_middle,-34.546597
NYU_test_ID,encoder_middle,-37.791504
NYU_test_ID,encoder_middle,-47.30325
NYU_test_ID,encoder_middle,-45.68573
NYU_test_ID,encoder_middle,-40.45331
NYU_test_ID,encoder_middle,-37.862488
NYU_test_ID,encoder_middle,-40.27018
NYU_test_ID,encoder_middle,-39.67916
NYU_test_ID,encoder_middle,-40.832535
NYU_test_ID,encoder_middle,-39.239227
NYU_test_ID,encoder_middle,-36.988815
NYU_test_ID,encoder_middle,-31.166685
NYU_test_ID,encoder_middle,-42.256744
NYU_test_ID,encoder_middle,-52.51488
NYU_test_ID,encoder_middle,-47.912605
NYU_test_ID,encoder_middle,-45.451626
